Province/State,Country/Region,Date,Confirmed,Deaths,Recovered,Active,WHO Region,TrueConfirmed,Anomaly
0,Paraguay,2020-02-04,0,0,0,0,Americas,0,False
0,Estonia,2020-02-23,0,0,0,0,Europe,0,False
0,Finland,2020-04-25,4475,186,2500,1789,Europe,4475,False
0,Croatia,2020-04-19,1871,47,709,1115,Europe,1871,False
0,Congo (Brazzaville),2020-04-07,45,5,2,38,Africa,45,False
0,Spain,2020-03-31,95923,8464,19259,68200,Europe,95923,False
0,Norway,2020-06-12,8620,242,8138,240,Europe,8620,False
Shaanxi,China,2020-02-29,245,1,207,37,Western Pacific,245,False
0,Trinidad and Tobago,2020-07-14,133,8,124,1,Americas,133,False
0,Sao Tome and Principe,2020-07-03,719,13,267,439,Africa,719,False
Yukon,Canada,2020-06-20,11,0,0,11,Americas,11,False
0,Grenada,2020-04-01,9,0,0,9,Americas,9,False
0,Somalia,2020-03-28,3,0,0,3,Eastern Mediterranean,3,False
Tibet,China,2020-05-10,1,0,1,0,Western Pacific,1,False
0,Papua New Guinea,2020-06-04,8,0,8,0,Western Pacific,8,False
0,Congo (Brazzaville),2020-05-12,333,11,53,269,Africa,333,False
0,Greece,2020-06-26,3343,191,1374,1778,Europe,3343,False
0,Portugal,2020-02-14,0,0,0,0,Europe,0,False
0,Cabo Verde,2020-03-31,6,1,0,5,Africa,6,False
0,Kuwait,2020-06-03,29359,230,15750,13379,Eastern Mediterranean,29359,False
Gansu,China,2020-04-14,139,2,136,1,Western Pacific,139,False
Saint Pierre and Miquelon,France,2020-04-29,1,0,0,1,Europe,1,False
Channel Islands,United Kingdom,2020-06-07,563,46,512,5,Europe,563,False
0,Taiwan*,2020-02-05,11,0,0,11,Western Pacific,11,False
Tasmania,Australia,2020-03-21,16,0,3,13,Western Pacific,16,False
Quebec,Canada,2020-02-06,0,0,0,0,Americas,0,False
0,Uruguay,2020-04-08,456,7,192,257,Americas,456,False
0,Fiji,2020-03-01,0,0,0,0,Western Pacific,0,False
Shaanxi,China,2020-04-26,286,3,253,30,Western Pacific,286,False
0,Angola,2020-07-11,462,23,118,321,Africa,462,False
0,South Korea,2020-06-17,12257,280,10800,1177,Western Pacific,12257,False
0,Bahamas,2020-01-24,0,0,0,0,Americas,0,False
0,Western Sahara,2020-05-27,9,1,6,2,Africa,9,False
0,Qatar,2020-01-28,0,0,0,0,Eastern Mediterranean,0,False
New Caledonia,France,2020-04-27,18,0,17,1,Europe,18,False
0,Bangladesh,2020-06-06,63026,846,13325,48855,South-East Asia,63026,False
0,Singapore,2020-07-11,45783,26,42026,3731,Western Pacific,45783,False
0,Pakistan,2020-02-19,0,0,0,0,Eastern Mediterranean,0,False
0,Niger,2020-07-07,1094,68,974,52,Africa,1094,False
Alberta,Canada,2020-05-01,5573,92,0,5481,Americas,5573,False
0,Kenya,2020-03-03,0,0,0,0,Africa,0,False
0,Nepal,2020-06-29,13248,29,3134,10085,South-East Asia,13248,False
0,Kazakhstan,2020-02-16,0,0,0,0,Europe,0,False
0,Costa Rica,2020-03-12,22,0,0,22,Americas,22,False
0,India,2020-07-22,1238798,29861,782607,426330,South-East Asia,1238798,False
0,Guinea,2020-03-01,0,0,0,0,Africa,0,False
Hong Kong,China,2020-06-10,1107,4,1051,52,Western Pacific,1107,False
Tasmania,Australia,2020-06-15,228,13,213,2,Western Pacific,228,False
0,Tanzania,2020-03-27,13,0,1,12,Africa,13,False
0,Belarus,2020-06-27,61095,377,44126,16592,Europe,61095,False
0,Venezuela,2020-01-30,0,0,0,0,Americas,0,False
0,Guinea,2020-04-16,438,1,49,388,Africa,438,False
0,Bulgaria,2020-05-21,2331,120,727,1484,Europe,2331,False
0,Congo (Kinshasa),2020-03-24,45,2,0,43,Africa,45,False
0,Serbia,2020-01-25,0,0,0,0,Europe,0,False
0,Indonesia,2020-04-20,6760,590,747,5423,South-East Asia,6760,False
0,Belgium,2020-03-19,1795,21,31,1743,Europe,1795,False
Aruba,Netherlands,2020-03-11,0,0,0,0,Europe,0,False
0,Lebanon,2020-06-07,1331,30,768,533,Eastern Mediterranean,1331,False
0,Venezuela,2020-04-16,204,9,111,84,Americas,204,False
0,Montenegro,2020-02-10,0,0,0,0,Europe,0,False
0,Burundi,2020-02-20,0,0,0,0,Africa,0,False
0,Iran,2020-03-31,44605,2898,14656,27051,Eastern Mediterranean,44605,False
0,Kyrgyzstan,2020-06-21,3356,40,2021,1295,Europe,3356,False
0,Lesotho,2020-03-30,0,0,0,0,Africa,0,False
0,Mongolia,2020-05-31,179,0,44,135,Western Pacific,179,False
0,Togo,2020-03-20,9,0,1,8,Africa,9,False
0,Sierra Leone,2020-02-09,0,0,0,0,Africa,0,False
St Martin,France,2020-07-05,43,3,37,3,Europe,43,False
0,Belarus,2020-02-01,0,0,0,0,Europe,0,False
0,Eritrea,2020-01-23,0,0,0,0,Africa,0,False
0,Angola,2020-06-17,155,7,64,84,Africa,155,False
French Guiana,France,2020-05-11,144,1,122,21,Europe,144,False
0,Pakistan,2020-04-04,3157,47,211,2899,Eastern Mediterranean,3157,False
0,Brunei,2020-04-08,135,1,91,43,Western Pacific,135,False
0,Estonia,2020-07-26,2034,69,1922,43,Europe,2034,False
0,South Africa,2020-02-23,0,0,0,0,Africa,0,False
0,Ireland,2020-03-22,906,4,5,897,Europe,906,False
0,Iraq,2020-05-16,3260,121,2126,1013,Eastern Mediterranean,3260,False
Hebei,China,2020-04-09,327,6,0,321,Western Pacific,327,False
0,Chad,2020-06-14,850,73,720,57,Africa,850,False
New Brunswick,Canada,2020-03-29,66,0,0,66,Americas,66,False
0,Zimbabwe,2020-06-27,567,6,142,419,Africa,567,False
0,Equatorial Guinea,2020-06-29,2001,32,515,1454,Africa,2001,False
0,Senegal,2020-06-18,5475,76,3716,1683,Africa,5475,False
Saint Pierre and Miquelon,France,2020-02-17,0,0,0,0,Europe,0,False
0,Liberia,2020-03-27,3,0,0,3,Africa,3,False
0,Guinea-Bissau,2020-02-26,0,0,0,0,Africa,0,False
0,Namibia,2020-05-27,22,0,14,8,Africa,22,False
0,Saint Vincent and the Grenadines,2020-07-19,44,0,29,15,Americas,44,False
Yukon,Canada,2020-02-05,0,0,0,0,Americas,0,False
0,Eswatini,2020-05-08,159,2,12,145,Africa,159,False
0,Netherlands,2020-02-13,0,0,0,0,Europe,0,False
0,Zambia,2020-03-21,2,0,0,2,Africa,2,False
0,Belgium,2020-04-09,24983,2523,5164,17296,Europe,24983,False
0,Guyana,2020-01-22,0,0,0,0,Americas,0,False
Ontario,Canada,2020-03-30,1706,31,0,1675,Americas,1706,False
French Guiana,France,2020-05-18,210,1,131,78,Europe,210,False
New South Wales,Australia,2020-07-23,3640,49,2988,603,Western Pacific,3640,False
Jilin,China,2020-03-26,95,1,92,2,Western Pacific,95,False
0,Lesotho,2020-05-16,1,0,0,1,Africa,1,False
0,Holy See,2020-05-04,11,0,2,9,Europe,11,False
0,United Arab Emirates,2020-04-11,3736,20,588,3128,Eastern Mediterranean,3736,False
0,Chad,2020-05-21,588,58,186,344,Africa,588,False
French Guiana,France,2020-03-17,11,0,0,11,Europe,11,False
Guangxi,China,2020-03-02,252,2,192,58,Western Pacific,252,False
Reunion,France,2020-03-07,0,0,0,0,Europe,0,False
0,Laos,2020-07-13,19,0,19,0,Western Pacific,19,False
0,Djibouti,2020-02-14,0,0,0,0,Eastern Mediterranean,0,False
0,Suriname,2020-01-28,0,0,0,0,Americas,0,False
0,Colombia,2020-05-20,17687,630,4256,12801,Americas,17687,False
0,Bulgaria,2020-06-01,2519,140,1090,1289,Europe,2519,False
0,Mexico,2020-06-12,139196,16448,100876,21872,Americas,139196,False
Hainan,China,2020-07-27,171,6,165,0,Western Pacific,171,False
Falkland Islands (Malvinas),United Kingdom,2020-07-16,13,0,13,0,Europe,13,False
0,Liechtenstein,2020-01-27,0,0,0,0,Europe,0,False
0,Germany,2020-05-29,182922,8504,164245,10173,Europe,182922,False
0,Zimbabwe,2020-07-03,625,7,176,442,Africa,625,False
0,Taiwan*,2020-05-07,440,6,347,87,Western Pacific,440,False
0,Kuwait,2020-04-12,1234,1,142,1091,Eastern Mediterranean,1234,False
0,Benin,2020-02-29,0,0,0,0,Africa,0,False
Cayman Islands,United Kingdom,2020-06-22,195,1,146,48,Europe,195,False
Gibraltar,United Kingdom,2020-02-25,0,0,0,0,Europe,0,False
0,Cyprus,2020-07-12,1021,19,839,163,Europe,1021,False
0,Bangladesh,2020-07-21,210510,2709,115397,92404,South-East Asia,210510,False
Cayman Islands,United Kingdom,2020-03-07,0,0,0,0,Europe,0,False
0,Slovenia,2020-02-01,0,0,0,0,Europe,0,False
Shaanxi,China,2020-02-01,101,0,0,101,Western Pacific,101,False
0,Jordan,2020-03-11,1,0,0,1,Eastern Mediterranean,1,False
0,India,2020-04-20,18539,592,3273,14674,South-East Asia,18539,False
0,Malta,2020-07-23,680,9,665,6,Europe,680,False
0,Bolivia,2020-05-30,9592,310,889,8393,Americas,9592,False
Isle of Man,United Kingdom,2020-05-04,325,23,271,31,Europe,325,False
0,Bahrain,2020-06-21,21764,63,16419,5282,Eastern Mediterranean,21764,False
0,Portugal,2020-02-03,0,0,0,0,Europe,0,False
0,Zambia,2020-04-21,70,3,35,32,Africa,70,False
Hong Kong,China,2020-06-05,1102,4,1045,53,Western Pacific,1102,False
Northwest Territories,Canada,2020-03-26,1,0,0,1,Americas,1,False
0,Djibouti,2020-03-11,0,0,0,0,Eastern Mediterranean,0,False
0,Guyana,2020-03-02,0,0,0,0,Americas,0,False
0,Equatorial Guinea,2020-04-11,18,0,3,15,Africa,18,False
0,Greece,2020-05-23,2876,171,1374,1331,Europe,2876,False
0,Barbados,2020-07-27,110,7,94,9,Americas,110,False
0,Kazakhstan,2020-05-10,5090,31,1941,3118,Europe,5090,False
0,Gambia,2020-06-01,25,1,20,4,Africa,25,False
0,Kazakhstan,2020-04-09,781,8,60,713,Europe,781,False
0,Gambia,2020-04-19,10,1,2,7,Africa,10,False
Manitoba,Canada,2020-07-15,330,7,0,323,Americas,330,False
0,Croatia,2020-05-02,2088,77,1463,548,Europe,2088,False
0,Moldova,2020-02-26,0,0,0,0,Europe,0,False
Martinique,France,2020-03-22,44,1,0,43,Europe,44,False
0,Italy,2020-01-22,0,0,0,0,Europe,0,False
Shanxi,China,2020-02-14,127,0,38,89,Western Pacific,127,False
0,Tunisia,2020-04-23,918,38,190,690,Eastern Mediterranean,918,False
0,Haiti,2020-03-10,0,0,0,0,Americas,0,False
Yunnan,China,2020-05-11,185,2,183,0,Western Pacific,185,False
0,Malawi,2020-03-07,0,0,0,0,Africa,0,False
0,France,2020-02-13,11,0,2,9,Europe,11,False
Inner Mongolia,China,2020-04-24,197,1,114,82,Western Pacific,197,False
Shanghai,China,2020-02-02,182,1,10,171,Western Pacific,182,False
0,Afghanistan,2020-04-17,906,30,99,777,Eastern Mediterranean,906,False
0,Azerbaijan,2020-05-08,2279,28,1576,675,Europe,2279,False
Saint Barthelemy,France,2020-06-04,6,0,6,0,Europe,6,False
Anguilla,United Kingdom,2020-02-11,0,0,0,0,Europe,0,False
Ontario,Canada,2020-06-01,29845,2353,0,27492,Americas,29845,False
0,Central African Republic,2020-03-01,0,0,0,0,Africa,0,False
Jiangxi,China,2020-05-06,937,1,936,0,Western Pacific,937,False
0,Sierra Leone,2020-04-17,26,0,0,26,Africa,26,False
0,Bangladesh,2020-03-23,33,3,3,27,South-East Asia,33,False
Curacao,Netherlands,2020-07-14,25,1,24,0,Europe,25,False
Victoria,Australia,2020-06-10,1699,19,1621,59,Western Pacific,1699,False
0,Russia,2020-06-01,414328,4849,175514,233965,Europe,414328,False
Sint Maarten,Netherlands,2020-03-09,0,0,0,0,Europe,0,False
0,Afghanistan,2020-05-03,2704,85,345,2274,Eastern Mediterranean,2704,False
French Guiana,France,2020-02-03,0,0,0,0,Europe,0,False
Tasmania,Australia,2020-05-03,221,13,164,44,Western Pacific,221,False
0,Algeria,2020-04-21,2811,392,1152,1267,Africa,2811,False
French Guiana,France,2020-07-22,6883,39,5277,1567,Europe,6883,False
South Australia,Australia,2020-07-09,443,4,439,0,Western Pacific,443,False
0,Iran,2020-05-15,116635,6902,91836,17897,Eastern Mediterranean,116635,False
Northwest Territories,Canada,2020-06-19,5,0,0,5,Americas,5,False
0,Uzbekistan,2020-03-29,144,2,7,135,Europe,144,False
0,Liberia,2020-06-18,542,33,250,259,Africa,542,False
0,Bahamas,2020-06-05,102,11,55,36,Americas,102,False
0,Kenya,2020-03-14,1,0,0,1,Africa,1,False
Isle of Man,United Kingdom,2020-03-17,0,0,0,0,Europe,0,False
Quebec,Canada,2020-03-26,1632,8,0,1624,Americas,1632,False
Western Australia,Australia,2020-06-05,596,9,557,30,Western Pacific,596,False
0,Guatemala,2020-04-03,50,1,12,37,Americas,50,False
0,Zimbabwe,2020-03-19,0,0,0,0,Africa,0,False
0,Burundi,2020-04-24,11,1,4,6,Africa,11,False
Sichuan,China,2020-04-21,561,3,554,4,Western Pacific,561,False
Jiangxi,China,2020-04-19,937,1,936,0,Western Pacific,937,False
Guizhou,China,2020-03-17,147,2,144,1,Western Pacific,147,False
0,Venezuela,2020-05-03,357,10,158,189,Americas,357,False
0,Croatia,2020-07-07,3272,113,2229,930,Europe,3272,False
Hainan,China,2020-05-28,169,6,162,1,Western Pacific,169,False
0,Laos,2020-03-28,8,0,0,8,Western Pacific,8,False
0,Malawi,2020-07-25,3453,87,1373,1993,Africa,3453,False
0,Netherlands,2020-06-07,47574,6013,0,41561,Europe,47574,False
South Australia,Australia,2020-03-08,7,0,2,5,Western Pacific,7,False
0,Oman,2020-05-19,5671,27,1574,4070,Eastern Mediterranean,5671,False
Hainan,China,2020-04-16,168,6,162,0,Western Pacific,168,False
0,Moldova,2020-03-10,3,0,0,3,Europe,3,False
Heilongjiang,China,2020-02-14,419,11,47,361,Western Pacific,419,False
0,Panama,2020-03-05,0,0,0,0,Americas,0,False
0,Sweden,2020-04-12,10483,899,0,9584,Europe,10483,False
0,South Africa,2020-07-25,434200,6655,263054,164491,Africa,434200,False
0,Sri Lanka,2020-03-05,1,0,1,0,South-East Asia,1,False
0,United Arab Emirates,2020-05-17,23358,220,8512,14626,Eastern Mediterranean,23358,False
0,Somalia,2020-07-12,3059,93,1264,1702,Eastern Mediterranean,3059,False
0,Andorra,2020-04-02,428,15,10,403,Europe,428,False
0,Holy See,2020-07-27,12,0,12,0,Europe,12,False
0,Chad,2020-06-04,828,66,633,129,Africa,828,False
Shandong,China,2020-05-10,788,7,777,4,Western Pacific,788,False
0,Sudan,2020-07-11,10250,650,5341,4259,Eastern Mediterranean,10250,False
0,Saint Kitts and Nevis,2020-05-26,15,0,15,0,Americas,15,False
0,Estonia,2020-06-27,1986,69,1812,105,Europe,1986,False
0,Algeria,2020-03-06,17,0,0,17,Africa,17,False
0,Lebanon,2020-02-13,0,0,0,0,Eastern Mediterranean,0,False
0,Nicaragua,2020-03-30,4,1,0,3,Americas,4,False
0,Uganda,2020-01-27,0,0,0,0,Africa,0,False
0,Germany,2020-03-01,130,0,16,114,Europe,130,False
0,Vietnam,2020-03-07,18,0,16,2,Western Pacific,18,False
0,Qatar,2020-03-17,439,0,4,435,Eastern Mediterranean,439,False
0,Indonesia,2020-02-18,0,0,0,0,South-East Asia,0,False
0,Burkina Faso,2020-01-31,0,0,0,0,Africa,0,False
0,Serbia,2020-01-26,0,0,0,0,Europe,0,False
0,Belarus,2020-06-03,45116,248,20171,24697,Europe,45116,False
0,New Zealand,2020-07-26,1556,22,1513,21,Western Pacific,1556,False
0,Paraguay,2020-05-08,563,10,152,401,Americas,563,False
Tasmania,Australia,2020-06-04,228,13,208,7,Western Pacific,228,False
Gansu,China,2020-06-20,151,2,137,12,Western Pacific,151,False
0,Qatar,2020-02-24,0,0,0,0,Eastern Mediterranean,0,False
Western Australia,Australia,2020-05-11,553,9,536,8,Western Pacific,553,False
Beijing,China,2020-01-24,36,0,1,35,Western Pacific,36,False
0,Romania,2020-02-11,0,0,0,0,Europe,0,False
0,Slovenia,2020-02-20,0,0,0,0,Europe,0,False
0,Thailand,2020-07-20,3250,58,3096,96,South-East Asia,3250,False
0,Tajikistan,2020-02-25,0,0,0,0,Europe,0,False
0,Sao Tome and Principe,2020-07-16,740,14,325,401,Africa,740,False
0,Ireland,2020-04-20,15652,687,77,14888,Europe,15652,False
0,Netherlands,2020-03-12,503,5,0,498,Europe,503,False
0,Latvia,2020-04-28,836,13,267,556,Europe,836,False
0,Uruguay,2020-04-22,549,12,337,200,Americas,549,False
0,Madagascar,2020-06-14,1272,10,367,895,Africa,1272,False
0,Philippines,2020-04-24,7192,477,762,5953,Western Pacific,7192,False
0,Suriname,2020-06-24,357,10,154,193,Americas,357,False
0,United Arab Emirates,2020-06-29,48246,314,37076,10856,Eastern Mediterranean,48246,False
Shandong,China,2020-06-08,792,7,781,4,Western Pacific,792,False
0,Malta,2020-05-15,532,6,458,68,Europe,532,False
New South Wales,Australia,2020-04-19,2957,26,1379,1552,Western Pacific,2957,False
Newfoundland and Labrador,Canada,2020-07-26,266,3,0,263,Americas,266,False
0,Tunisia,2020-05-18,1043,46,819,178,Eastern Mediterranean,1043,False
Qinghai,China,2020-02-05,17,0,3,14,Western Pacific,17,False
0,Cameroon,2020-05-01,1832,61,934,837,Africa,1832,False
0,Bhutan,2020-01-22,0,0,0,0,South-East Asia,0,False
0,Suriname,2020-06-27,467,11,191,265,Americas,467,False
0,Sudan,2020-06-30,9257,572,4014,4671,Eastern Mediterranean,9257,False
0,Guatemala,2020-04-18,235,7,21,207,Americas,235,False
Shaanxi,China,2020-04-14,256,3,248,5,Western Pacific,256,False
St Martin,France,2020-04-01,15,1,2,12,Europe,15,False
0,Tanzania,2020-04-23,284,10,11,263,Africa,284,False
Hong Kong,China,2020-01-27,8,0,0,8,Western Pacific,8,False
Hainan,China,2020-04-22,168,6,162,0,Western Pacific,168,False
0,Kazakhstan,2020-03-25,81,0,0,81,Europe,81,False
Guangdong,China,2020-07-20,1659,8,1637,14,Western Pacific,1659,False
Shandong,China,2020-02-03,259,0,7,252,Western Pacific,259,False
Northwest Territories,Canada,2020-05-25,5,0,0,5,Americas,5,False
Sichuan,China,2020-07-06,596,3,581,12,Western Pacific,596,False
Hubei,China,2020-06-27,68135,4512,63623,0,Western Pacific,68135,False
0,Antigua and Barbuda,2020-02-08,0,0,0,0,Americas,0,False
0,Afghanistan,2020-03-16,21,0,1,20,Eastern Mediterranean,21,False
Tianjin,China,2020-07-09,199,3,195,1,Western Pacific,199,False
0,Jamaica,2020-07-22,816,10,710,96,Americas,816,False
0,Qatar,2020-05-31,56910,38,30290,26582,Eastern Mediterranean,56910,False
0,Austria,2020-07-26,20472,712,18209,1551,Europe,20472,False
0,Eritrea,2020-03-20,0,0,0,0,Africa,0,False
Alberta,Canada,2020-03-13,29,0,0,29,Americas,29,False
British Columbia,Canada,2020-04-05,1203,38,0,1165,Americas,1203,False
British Columbia,Canada,2020-03-17,103,4,0,99,Americas,103,False
0,Guinea-Bissau,2020-01-29,0,0,0,0,Africa,0,False
0,Bahrain,2020-07-22,37637,130,33894,3613,Eastern Mediterranean,37637,False
French Polynesia,France,2020-03-14,3,0,0,3,Europe,3,False
0,North Macedonia,2020-04-28,1421,71,589,761,Europe,1421,False
0,Burkina Faso,2020-01-29,0,0,0,0,Africa,0,False
0,Ethiopia,2020-02-10,0,0,0,0,Africa,0,False
0,Egypt,2020-05-23,16513,735,4628,11150,Eastern Mediterranean,16513,False
0,Belize,2020-03-31,3,0,0,3,Americas,3,False
0,San Marino,2020-03-26,208,21,4,183,Europe,208,False
0,Saudi Arabia,2020-04-12,4462,59,761,3642,Eastern Mediterranean,4462,False
0,Estonia,2020-05-02,1699,53,256,1390,Europe,1699,False
0,Austria,2020-02-10,0,0,0,0,Europe,0,False
0,Hungary,2020-03-30,447,15,34,398,Europe,447,False
Qinghai,China,2020-02-20,18,0,16,2,Western Pacific,18,False
0,San Marino,2020-03-28,224,22,6,196,Europe,224,False
0,Honduras,2020-03-13,2,0,0,2,Americas,2,False
0,Bhutan,2020-06-05,48,0,11,37,South-East Asia,48,False
Gibraltar,United Kingdom,2020-07-24,184,0,180,4,Europe,184,False
0,Haiti,2020-05-21,734,25,21,688,Americas,734,False
0,Portugal,2020-02-01,0,0,0,0,Europe,0,False
0,Luxembourg,2020-06-10,4049,110,3904,35,Europe,4049,False
0,Slovenia,2020-03-03,0,0,0,0,Europe,0,False
0,Botswana,2020-02-10,0,0,0,0,Africa,0,False
French Guiana,France,2020-07-07,5178,21,2119,3038,Europe,5178,False
Tianjin,China,2020-03-05,136,3,128,5,Western Pacific,136,False
0,Brazil,2020-04-04,10360,445,127,9788,Americas,10360,False
0,South Africa,2020-03-10,7,0,0,7,Africa,7,False
0,South Sudan,2020-04-30,35,0,0,35,Africa,35,False
0,Liberia,2020-04-20,99,8,7,84,Africa,99,False
0,United Arab Emirates,2020-02-08,7,0,0,7,Eastern Mediterranean,7,False
0,United Arab Emirates,2020-03-15,98,0,23,75,Eastern Mediterranean,98,False
Ningxia,China,2020-04-30,75,0,75,0,Western Pacific,75,False
0,Guatemala,2020-06-12,8982,351,1702,6929,Americas,8982,False
0,South Sudan,2020-03-19,0,0,0,0,Africa,0,False
0,Jamaica,2020-03-25,26,1,2,23,Americas,26,False
0,Eritrea,2020-02-16,0,0,0,0,Africa,0,False
0,Portugal,2020-06-30,42141,1576,27505,13060,Europe,42141,False
0,Belarus,2020-05-27,38956,214,15923,22819,Europe,38956,False
0,Colombia,2020-05-15,14216,546,3460,10210,Americas,14216,False
0,Moldova,2020-03-22,94,1,1,92,Europe,94,False
0,Kyrgyzstan,2020-02-20,0,0,0,0,Europe,0,False
0,Mauritius,2020-06-12,337,10,325,2,Africa,337,False
Saskatchewan,Canada,2020-05-30,645,10,0,635,Americas,645,False
0,Belize,2020-01-25,0,0,0,0,Americas,0,False
Shandong,China,2020-01-25,27,0,0,27,Western Pacific,27,False
Sichuan,China,2020-06-25,589,3,575,11,Western Pacific,589,False
Prince Edward Island,Canada,2020-03-23,3,0,0,3,Americas,3,False
New Caledonia,France,2020-05-22,18,0,18,0,Europe,18,False
0,Austria,2020-02-27,3,0,0,3,Europe,3,False
0,Guinea-Bissau,2020-02-12,0,0,0,0,Africa,0,False
Hong Kong,China,2020-03-28,561,4,112,445,Western Pacific,561,False
0,West Bank and Gaza,2020-02-15,0,0,0,0,Eastern Mediterranean,0,False
0,Eswatini,2020-02-22,0,0,0,0,Africa,0,False
0,Bangladesh,2020-02-24,0,0,0,0,South-East Asia,0,False
0,Zambia,2020-03-19,2,0,0,2,Africa,2,False
0,Seychelles,2020-03-26,7,0,0,7,Africa,7,False
Saint Pierre and Miquelon,France,2020-04-21,1,0,0,1,Europe,1,False
Shandong,China,2020-07-19,798,7,785,6,Western Pacific,798,False
0,Guinea-Bissau,2020-03-30,8,0,0,8,Africa,8,False
0,Eritrea,2020-03-22,1,0,0,1,Africa,1,False
0,Holy See,2020-06-15,12,0,12,0,Europe,12,False
0,Luxembourg,2020-06-27,4217,110,3978,129,Europe,4217,False
0,Togo,2020-07-20,783,15,554,214,Africa,783,False
0,Angola,2020-05-04,35,2,11,22,Africa,35,False
Northern Territory,Australia,2020-07-19,31,0,29,2,Western Pacific,31,False
Beijing,China,2020-04-07,587,8,448,131,Western Pacific,587,False
0,Chile,2020-05-04,23421,270,10415,12736,Americas,23421,False
St Martin,France,2020-04-15,35,2,13,20,Europe,35,False
Greenland,Greenland,2020-02-23,0,0,0,0,Europe,0,False
Guangdong,China,2020-04-20,1581,8,1494,79,Western Pacific,1581,False
British Virgin Islands,United Kingdom,2020-04-04,3,0,0,3,Europe,3,False
0,Albania,2020-07-02,2662,69,1559,1034,Europe,2662,False
0,United Kingdom,2020-05-25,247287,37297,0,209990,Europe,247287,False
0,Oman,2020-03-02,6,0,1,5,Eastern Mediterranean,6,False
0,Argentina,2020-04-15,2443,111,596,1736,Americas,2443,False
Jiangsu,China,2020-02-05,341,0,23,318,Western Pacific,341,False
0,Liberia,2020-02-13,0,0,0,0,Africa,0,False
0,Colombia,2020-07-01,102009,3470,42143,56396,Americas,102009,False
0,Singapore,2020-05-23,31068,23,13882,17163,Western Pacific,31068,False
0,Kuwait,2020-07-20,59763,408,50339,9016,Eastern Mediterranean,59763,False
Yunnan,China,2020-07-22,189,2,185,2,Western Pacific,189,False
0,Slovenia,2020-02-29,0,0,0,0,Europe,0,False
0,Libya,2020-02-07,0,0,0,0,Eastern Mediterranean,0,False
0,Czechia,2020-07-10,13001,352,8208,4441,Europe,13001,False
Guangdong,China,2020-04-26,1587,8,1542,37,Western Pacific,1587,False
0,Sweden,2020-06-28,65137,5280,0,59857,Europe,65137,False
Greenland,Greenland,2020-04-26,11,0,11,0,Europe,11,False
Qinghai,China,2020-05-14,18,0,18,0,Western Pacific,18,False
0,Burundi,2020-07-07,191,1,118,72,Africa,191,False
0,Azerbaijan,2020-07-20,27890,363,19490,8037,Europe,27890,False
0,Western Sahara,2020-06-04,9,1,6,2,Africa,9,False
0,Uruguay,2020-03-04,0,0,0,0,Americas,0,False
0,Fiji,2020-02-23,0,0,0,0,Western Pacific,0,False
0,Guyana,2020-04-29,78,8,18,52,Americas,78,False
0,Cabo Verde,2020-06-24,999,8,479,512,Africa,999,False
0,Russia,2020-03-21,306,1,12,293,Europe,306,False
Tasmania,Australia,2020-03-31,69,1,5,63,Western Pacific,69,False
0,Western Sahara,2020-03-28,0,0,0,0,Africa,0,False
0,Moldova,2020-05-11,4995,175,1980,2840,Europe,4995,False
0,Dominica,2020-03-11,0,0,0,0,Americas,0,False
0,Argentina,2020-06-22,44931,1043,13153,30735,Americas,44931,False
0,South Africa,2020-06-21,97302,1930,51608,43764,Africa,97302,False
0,Azerbaijan,2020-05-25,4271,51,2741,1479,Europe,4271,False
0,Somalia,2020-06-18,2719,88,724,1907,Eastern Mediterranean,2719,False
0,Romania,2020-02-01,0,0,0,0,Europe,0,False
Greenland,Greenland,2020-04-17,11,0,11,0,Europe,11,False
0,Netherlands,2020-05-09,42382,5422,0,36960,Europe,42382,False
British Columbia,Canada,2020-06-15,2745,168,0,2577,Americas,2745,False
Shaanxi,China,2020-07-06,321,3,313,5,Western Pacific,321,False
Quebec,Canada,2020-04-12,12846,328,0,12518,Americas,12846,False
0,Madagascar,2020-02-20,0,0,0,0,Africa,0,False
Sichuan,China,2020-04-03,555,3,537,15,Western Pacific,555,False
Alberta,Canada,2020-04-17,2397,50,0,2347,Americas,2397,False
Liaoning,China,2020-07-04,156,2,150,4,Western Pacific,156,False
Mayotte,France,2020-03-11,0,0,0,0,Europe,0,False
Heilongjiang,China,2020-07-20,947,13,934,0,Western Pacific,947,False
British Virgin Islands,United Kingdom,2020-06-12,8,1,7,0,Europe,8,False
0,Netherlands,2020-02-05,0,0,0,0,Europe,0,False
0,Uruguay,2020-03-28,303,1,0,302,Americas,303,False
Queensland,Australia,2020-04-12,983,5,372,606,Western Pacific,983,False
0,Cambodia,2020-03-11,3,0,1,2,Western Pacific,3,False
Ontario,Canada,2020-02-18,3,0,0,3,Americas,3,False
0,Finland,2020-02-26,2,0,1,1,Europe,2,False
0,United Kingdom,2020-06-26,281675,43414,0,238261,Europe,281675,False
0,Finland,2020-07-26,7393,329,6920,144,Europe,7393,False
Qinghai,China,2020-07-27,18,0,18,0,Western Pacific,18,False
0,Seychelles,2020-06-21,11,0,11,0,Africa,11,False
0,Kazakhstan,2020-03-10,0,0,0,0,Europe,0,False
0,Mali,2020-07-25,2503,123,1907,473,Africa,2503,False
0,Sri Lanka,2020-05-18,992,9,559,424,South-East Asia,992,False
